Name,Year,Kilometers_Driven,Fuel_Type,Transmission,Engine,Seats,Price
Hyundai Grand i10 Asta Option AT,2017,27417,Petrol,Automatic,1197 CC,5,29627
Ford Figo Petrol ZXI,2011,51593,Petrol,Manual,1196 CC,5,14921
Nissan Teana 230jM,2008,86340,Petrol,Automatic,2349 CC,5,13975
Maruti Swift VXI BSIII,2010,75000,Petrol,Manual,1298 CC,5,12255
Audi A4 35 TDI Premium,2016,39237,Diesel,Automatic,1968 CC,5,110252
Honda City V MT,2018,11966,Petrol,Manual,1497 CC,5,44204
Honda Jazz V,2015,37000,Petrol,Manual,1199 CC,5,27090
Volkswagen Polo 1.5 TDI Highline,2014,70920,Diesel,Manual,1498 CC,5,20425
Nissan Terrano XL D Option,2013,65280,Diesel,Manual,1461 CC,5,24940
Land Rover Discovery Sport SD4 HSE Luxury 7S,2016,62000,Diesel,Automatic,2179 CC,7,191350
Hyundai i20 Magna Optional 1.2,2014,44525,Petrol,Manual,1197 CC,5,19995
Honda City 1.5 E MT,2009,86863,Petrol,Manual,1497 CC,5,15480
Mahindra XUV500 W10 AWD,2015,102626,Diesel,Manual,2179 CC,7,52675
Jeep Compass 2.0 Limited Option 4X4,2017,45000,Diesel,Manual,1956 CC,5,86000
Mahindra XUV500 W10 AWD,2017,22000,Diesel,Manual,2179 CC,7,68800
Mahindra Scorpio VLX 4WD AIRBAG AT BSIV,2011,108905,Diesel,Automatic,2179 CC,8,26703
Datsun GO Plus T,2016,12800,Petrol,Manual,1198 CC,7,13975
Mahindra Scorpio S6 Plus 7 Seater,2016,32000,Diesel,Manual,2179 CC,7,41925
Honda Amaze S AT i-Vtech,2014,39000,Petrol,Automatic,1198 CC,5,19135
Honda City i-DTEC ZX,2017,42000,Diesel,Manual,1498 CC,5,51600
Tata Indigo GLE,2008,73000,Petrol,Manual,1396 CC,5,3440
Hyundai Grand i10 1.2 CRDi Sportz,2018,48000,Diesel,Manual,1186 CC,5,25585
Maruti Alto 800 2016-2019 CNG LXI,2015,18000,CNG,Manual,796 CC,4,12900
Hyundai Verna 1.4 CX VTVT,2014,19000,Petrol,Manual,1396 CC,5,22575
Toyota Innova Crysta 2.4 VX MT,2019,33598,Diesel,Manual,2393 CC,7,95460
BMW X1 sDrive20d,2012,63000,Diesel,Automatic,1995 CC,5,58050
Volkswagen Jetta 2013-2015 2.0L TDI Highline AT,2015,48000,Diesel,Automatic,1968 CC,5,58050
Ford Figo Diesel ZXI,2014,66000,Diesel,Manual,1399 CC,5,14921
Mahindra Ssangyong Rexton RX7,2013,80000,Diesel,Automatic,2696 CC,7,40850
Volkswagen Vento Petrol Highline,2011,37000,Petrol,Manual,1598 CC,5,20640
Skoda Rapid 1.6 MPI Ambition With Alloy Wheel,2016,35058,Petrol,Manual,1598 CC,5,28122
Volkswagen Polo Petrol Comfortline 1.2L,2012,52000,Petrol,Manual,1198 CC,5,13330
Maruti S Cross DDiS 200 Delta,2015,61313,Diesel,Manual,1248 CC,5,34357
Toyota Corolla Altis G,2009,45000,Petrol,Manual,1798 CC,5,14190
Maruti Ertiga ZDI,2015,74000,Diesel,Manual,1248 CC,7,37625
Hyundai i10 Asta Sunroof AT,2013,89000,Petrol,Automatic,1197 CC,5,18017
Mercedes-Benz CLA 200 CDI Sport,2019,13414,Diesel,Automatic,2143 CC,5,132311
Honda City ZX VTEC,2006,95000,Petrol,Manual,1497 CC,5,9073
Mahindra KUV 100 G80 K8,2018,15900,Petrol,Manual,1198 CC,6,26875
Toyota Fortuner 3.0 Diesel,2011,151000,Diesel,Manual,2982 CC,7,49020
Honda City 1.5 V MT,2011,65000,Petrol,Manual,1497 CC,5,22360
Audi A6 35 TDI Matrix,2017,36824,Diesel,Automatic,1968 CC,5,171312
Ford Figo Diesel ZXI,2013,65287,Diesel,Manual,1399 CC,5,19135
Mercedes-Benz GLA Class 200 CDI,2014,52000,Diesel,Automatic,2143 CC,5,83850
Chevrolet Aveo U-VA 1.2 LS,2007,33000,Petrol,Manual,1150 CC,5,7525
Ford Figo 2015-2019 1.5D Titanium MT,2016,71000,Diesel,Manual,1498 CC,5,21930
Hyundai Elantra CRDi SX AT,2013,71000,Diesel,Automatic,1582 CC,5,29240
Maruti Baleno Zeta CVT,2016,20000,Petrol,Automatic,1197 CC,5,24682
Maruti Swift LXi BSIV,2010,71000,Petrol,Manual,1197 CC,5,14190
Mercedes-Benz CLS-Class 2006-2010 350 CDI,2010,29000,Diesel,Automatic,3498 CC,4,137600
BMW 3 Series Luxury Line,2016,27000,Diesel,Automatic,1995 CC,5,150500
Maruti Dzire AMT ZDI Plus,2017,19000,Diesel,Automatic,1248 CC,5,38270
Hyundai Verna 1.6 SX VTVT,2011,58000,Petrol,Manual,1591 CC,5,17200
Jeep Compass 2.0 Longitude,2018,42203,Diesel,Manual,1956 CC,5,83678
Hyundai Sonata Embera 2.0L CRDi AT,2009,94000,Diesel,Automatic,1991 CC,5,22575
Maruti Eeco 5 STR With AC Plus HTR CNG,2013,52000,CNG,Manual,1196 CC,5,11180
Tata Nexon 1.5 Revotorq XZ Plus Dual Tone,2018,4900,Diesel,Manual,1497 CC,5,39646
Hyundai EON Era Plus,2013,70000,Petrol,Manual,814 CC,5,7740
Tata Indica DLS,2005,100000,Diesel,Manual,1405 CC,5,5590
BMW 5 Series 2013-2017 530d M Sport,2015,65266,Diesel,Automatic,2993 CC,5,136525
Maruti Ertiga VDI,2014,54569,Diesel,Manual,1248 CC,7,25757
Honda Amaze E i-Vtech,2015,51361,Petrol,Manual,1198 CC,5,21242
Ford Fiesta 1.4 Duratec ZXI,2007,125000,Petrol,Manual,1388 CC,5,6450
Honda Civic 2006-2010 1.8 V MT,2008,66000,Petrol,Manual,1799 CC,5,13975
Maruti Wagon R LX DUO BSIII,2007,65047,LPG,Manual,1061 CC,5,8385
Maruti Ertiga ZDI,2014,22281,Diesel,Manual,1248 CC,7,27950
Hyundai Grand i10 CRDi Sportz,2013,63210,Diesel,Manual,1120 CC,5,15953
Hyundai Xcent 1.2 VTVT E Plus,2018,31000,Petrol,Manual,1197 CC,5,21500
Hyundai i10 Era,2008,60000,Petrol,Manual,1086 CC,5,8557
Honda Amaze S i-Vtech,2017,32006,Petrol,Manual,1198 CC,5,18275
Audi A6 2.7 TDI,2009,78000,Diesel,Automatic,2698 CC,5,34400
Hyundai i10 Magna 1.2 iTech SE,2011,9489,Petrol,Manual,1197 CC,5,12685
Renault KWID RXT Optional,2018,5000,Petrol,Manual,799 CC,5,15050
Audi A4 New 2.0 TDI Multitronic,2012,60000,Diesel,Automatic,1968 CC,5,68800
Maruti Alto 800 LXI Airbag,2015,50000,Petrol,Manual,796 CC,5,11825
Honda City i VTEC VX Option,2015,53000,Petrol,Manual,1497 CC,5,29885
Mercedes-Benz New C-Class C250 Avantgarde,2011,64000,Petrol,Automatic,1796 CC,5,53750
Audi Q5 3.0 TDI Quattro Technology,2017,43827,Diesel,Automatic,2967 CC,5,158369
Volkswagen Polo 1.2 MPI Comfortline,2011,36431,Petrol,Manual,1199 CC,5,11610
Hyundai Creta 1.4 E Plus Diesel,2017,35000,Diesel,Manual,1396 CC,5,42570
Honda City 1.5 V MT,2011,94832,Petrol,Manual,1497 CC,5,16469
Honda City 1.5 S MT,2012,88381,Petrol,Manual,1497 CC,5,22575
Maruti S Cross DDiS 320 Alpha,2016,45194,Diesel,Manual,1598 CC,5,33325
Maruti SX4 Vxi BSIV,2010,66000,Petrol,Manual,1586 CC,5,10578
Maruti Swift Dzire VDI,2014,38578,Diesel,Manual,1248 CC,5,17028
Maruti Ertiga ZDI,2015,40000,Diesel,Manual,1248 CC,7,35475
Hyundai i20 1.2 Spotz,2018,20632,Petrol,Manual,1197 CC,5,32594
Hyundai Grand i10 CRDi Magna,2014,73042,Diesel,Manual,1120 CC,5,17157
Honda City i VTEC SV,2014,54257,Petrol,Manual,1497 CC,5,26875
Skoda Rapid 1.6 TDI Elegance,2013,93000,Diesel,Manual,1598 CC,5,21500
Mercedes-Benz E-Class E270 CDI,2005,102000,Diesel,Automatic,2987 CC,5,19995
Hyundai Santa Fe 4WD AT,2016,28881,Diesel,Automatic,2199 CC,7,91891
Maruti Alto LXi,2007,52195,Petrol,Manual,796 CC,5,7525
ISUZU D-MAX V-Cross 4X4,2018,20422,Diesel,Manual,2499 CC,5,69187
Hyundai Verna 1.4 CRDi GL,2012,38000,Diesel,Manual,1396 CC,5,17630
Ford Figo Diesel ZXI,2015,92885,Diesel,Manual,1399 CC,5,15308
Honda City 1.5 S MT,2010,43000,Petrol,Manual,1497 CC,5,18103
Maruti Swift VDI BSIV W ABS,2016,70478,Diesel,Manual,1248 CC,5,29498
Hyundai Verna 1.6 CRDi S,2015,57000,Diesel,Manual,1582 CC,5,28380
Hyundai Creta 1.6 SX Plus Petrol Automatic,2018,32434,Petrol,Automatic,1591 CC,5,61705
Ford Ecosport 1.5 DV5 MT Titanium,2017,32000,Diesel,Manual,1498 CC,5,40850
BMW X6 xDrive30d,2011,59000,Diesel,Automatic,2993 CC,4,94170
BMW 5 Series 2013-2017 520d Luxury Line,2016,76467,Diesel,Automatic,1995 CC,5,130935
Ford Figo Aspire 1.5 TDCi Ambiente,2016,100000,Diesel,Manual,1498 CC,5,21930
Hyundai Verna VTVT 1.6 AT EX,2013,37086,Petrol,Automatic,1591 CC,5,23392
Ford Ikon 1.4 TDCi DuraTorq,2010,135000,Diesel,Manual,1399 CC,5,6880
Audi A6 2011-2015 2.0 TDI,2014,54862,Diesel,Automatic,1968 CC,5,71681
Honda CR-V Sport,2010,67758,Petrol,Manual,2354 CC,5,40850
Hyundai i20 2015-2017 Sportz AT 1.4,2012,56200,Petrol,Automatic,1396 CC,5,16555
Toyota Fortuner 2.8 4WD MT,2011,169006,Diesel,Manual,2755 CC,7,45752
Renault KWID RXT,2016,20229,Petrol,Manual,799 CC,5,15050
Chevrolet Spark 1.0 LT,2008,62000,Petrol,Manual,995 CC,5,4730
Hyundai Verna Transform VTVT,2011,51500,Petrol,Manual,1599 CC,5,11180
BMW 3 Series 320d Sport Line,2012,69000,Diesel,Automatic,1995 CC,5,79550
Hyundai Santro Xing XP,2004,167000,Petrol,Manual,1086 CC,5,5805
Maruti Swift Dzire VDI,2015,62476,Diesel,Manual,1248 CC,5,34185
Hyundai Xcent 1.2 CRDi E Plus,2017,60500,Diesel,Manual,1186 CC,5,23607
Honda Jazz V CVT,2017,17978,Petrol,Automatic,1199 CC,5,29885
Tata Indigo LS,2008,300000,Diesel,Manual,1405 CC,5,4300
Ford Fiesta Classic 1.4 Duratorq CLXI,2013,123000,Diesel,Manual,1399 CC,5,19135
Maruti S-Cross Alpha DDiS 200 SH,2016,45296,Diesel,Manual,1248 CC,5,30057
Maruti SX4 Zxi with Leather BSIII,2008,77325,Petrol,Manual,1586 CC,5,15093
Maruti Baleno Zeta Automatic,2018,25858,Petrol,Automatic,1197 CC,5,32422
Maruti Ritz LDi,2016,120000,Diesel,Manual,1248 CC,5,15695
Hyundai Elantra CRDi SX AT,2016,22000,Diesel,Automatic,1582 CC,5,68800
Chevrolet Spark 1.0 LT,2012,11000,Petrol,Manual,995 CC,5,6020
Hyundai i20 1.2 Spotz,2017,3900,Petrol,Manual,1197 CC,5,27735
Hyundai Xcent 1.1 CRDi Base,2016,106092,Diesel,Manual,1120 CC,5,18920
Honda Jazz 1.2 V CVT i VTEC,2015,27000,Petrol,Automatic,1199 CC,5,25585
Honda Brio S MT,2013,11000,Petrol,Manual,1198 CC,5,16770
Mercedes-Benz E-Class E250 CDI Avantgrade,2016,39753,Diesel,Automatic,2143 CC,5,151704
Tata Hexa XT,2017,39800,Diesel,Manual,2179 CC,7,61275
Hyundai Xcent 1.1 CRDi Base,2017,73000,Diesel,Manual,1120 CC,5,19350
Ford Ecosport 1.5 DV5 MT Titanium Optional,2015,55000,Diesel,Manual,1498 CC,5,32250
Tata Nano XTA,2017,18351,Petrol,Automatic,624 CC,4,14663
Honda Brio VX,2013,45000,Petrol,Manual,1198 CC,5,13975
Maruti Ertiga SHVS ZDI Plus,2016,112200,Diesel,Manual,1248 CC,7,35690
Hyundai i10 Sportz 1.2,2010,29000,Petrol,Manual,1197 CC,5,14835
Hyundai Santro Xing XO,2007,57309,Petrol,Manual,1086 CC,5,9030
Mahindra XUV500 W10 2WD,2015,53392,Diesel,Manual,2179 CC,7,51385
Volkswagen Vento Diesel Highline,2010,71000,Diesel,Manual,1598 CC,5,18275
Tata Safari Storme 2012-2015 VX,2014,93000,Diesel,Manual,2179 CC,7,35475
Honda Accord 2.4 Elegance M/T,2010,119000,Petrol,Manual,2354 CC,5,25585
Maruti Eeco 7 Seater Standard,2016,42225,Petrol,Manual,1196 CC,7,18490
Maruti Swift VDI,2012,65000,Diesel,Manual,1248 CC,5,16770
Maruti Baleno Zeta Automatic,2016,27809,Petrol,Automatic,1197 CC,5,27563
Mahindra XUV500 W8 2WD,2015,65100,Diesel,Manual,2179 CC,7,35948
Hyundai Xcent 1.2 Kappa S,2014,51000,Petrol,Manual,1197 CC,5,16555
Mercedes-Benz New C-Class C 220 CDI Style,2017,10000,Diesel,Automatic,2143 CC,5,154800
Skoda Superb 1.8 TSI MT,2011,54895,Petrol,Manual,1798 CC,5,32250
Volkswagen CrossPolo 1.5 TDI,2015,80768,Diesel,Manual,1498 CC,5,24510
Maruti Ignis 1.2 Delta,2019,12076,Petrol,Manual,1197 CC,5,23650
Maruti Swift VDI BSIV,2016,49000,Diesel,Manual,1248 CC,5,25370
Honda City i VTEC VX Option,2015,42366,Petrol,Manual,1497 CC,5,33325
BMW 5 Series 530d Highline Sedan,2010,68000,Diesel,Automatic,2993 CC,5,77400
Skoda Laura Ambiente,2008,122397,Diesel,Manual,1896 CC,5,18920
Volkswagen Polo GT TSI,2017,50534,Petrol,Automatic,1197 CC,5,35561
Renault Duster 85PS Diesel RxL,2014,55300,Diesel,Manual,1461 CC,5,20425
Honda City 1.5 S AT,2008,73095,Petrol,Automatic,1497 CC,5,16340
Volkswagen Vento Diesel Highline,2011,51100,Diesel,Manual,1598 CC,5,14620
Hyundai Grand i10 Sportz,2016,13436,Petrol,Manual,1197 CC,5,20210
Ford Fiesta 1.4 ZXi Duratec,2008,76000,Petrol,Manual,1388 CC,5,6407
Hyundai Xcent 1.1 CRDi S,2016,63141,Diesel,Manual,1120 CC,5,19350
Honda Amaze VX i-DTEC,2014,74885,Diesel,Manual,1498 CC,5,23220
Honda City i VTEC CVT VX,2016,14000,Petrol,Automatic,1497 CC,5,49450
Renault Fluence 1.5,2012,56000,Diesel,Manual,1461 CC,5,15050
BMW 5 Series 520d Luxury Line,2010,46000,Diesel,Automatic,1995 CC,5,70950
Maruti SX4 ZXI MT BSIV,2012,51800,Petrol,Manual,1586 CC,5,16770
Honda City ZX CVT,2007,81000,Petrol,Automatic,1497 CC,5,13975
Volkswagen Ameo 1.2 MPI Comfortline,2018,17370,Petrol,Manual,1198 CC,5,25112
Volkswagen Ameo 1.2 MPI Comfortline,2016,18456,Petrol,Manual,1198 CC,5,24725
Audi A4 2.0 TDI Multitronic,2010,59000,Diesel,Automatic,1968 CC,5,43000
Maruti Wagon R VXI,2006,141537,Petrol,Manual,998 CC,5,4515
Hyundai Verna SX CRDi AT,2013,51000,Diesel,Automatic,1582 CC,5,24252
Mercedes-Benz GLC 220d 4MATIC Style,2019,29311,Diesel,Automatic,2143 CC,5,219171
BMW 3 Series Luxury Line,2016,31000,Diesel,Automatic,1995 CC,5,128785
Honda Mobilio V Option i DTEC,2014,80000,Diesel,Manual,1498 CC,7,20855
Hyundai Creta 1.6 CRDi AT SX Plus,2016,33000,Diesel,Automatic,1582 CC,5,62350
Honda City 1.5 S MT,2011,71556,Petrol,Manual,1497 CC,5,23650
Ford Fiesta 1.4 TDCi EXI,2011,85000,Diesel,Manual,1399 CC,5,13760
Maruti Swift Dzire LDI,2016,91000,Diesel,Manual,1248 CC,5,19350
Mercedes-Benz E-Class E250 CDI Launch Edition,2015,73187,Diesel,Automatic,2143 CC,5,132096
Chevrolet Captiva LT,2009,232000,Diesel,Manual,1991 CC,7,15050
Toyota Innova 2.5 V Diesel 7-seater,2007,127079,Diesel,Manual,2494 CC,7,30057
Mahindra Quanto C8,2014,58816,Diesel,Manual,1493 CC,7,14835
Honda City i VTEC V,2015,63818,Petrol,Manual,1497 CC,5,28251
Audi A4 2.0 TDI 177 Bhp Premium Plus,2014,40000,Diesel,Automatic,1968 CC,5,75250
Volkswagen Polo Diesel Comfortline 1.2L,2013,77445,Diesel,Manual,1199 CC,5,16125
Ford EcoSport 1.5 Petrol Titanium Plus AT,2017,14000,Petrol,Automatic,1497 CC,5,42957
Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,2012,85122,Diesel,Manual,2494 CC,7,35260
Honda City 1.5 EXI,2005,123000,Petrol,Manual,1493 CC,5,4730
Maruti SX4 Green Vxi (CNG),2015,61000,CNG,Manual,1586 CC,5,16727
Maruti Alto 800 2016-2019 LXI Optional,2015,63714,Petrol,Manual,796 CC,5,10535
Mercedes-Benz M-Class ML 320 CDI,2009,53000,Diesel,Automatic,2987 CC,5,59125
Maruti Swift Dzire LDI,2017,60000,Diesel,Manual,1248 CC,5,12900
Maruti Vitara Brezza ZDi Plus Dual Tone,2017,33000,Diesel,Manual,1248 CC,5,39775
Volvo S60 D5 Summum,2013,31000,Diesel,Automatic,2400 CC,5,75895
Toyota Fortuner 4x2 AT,2014,79000,Diesel,Automatic,2982 CC,7,78475
Hyundai i20 Sportz Option Diesel,2013,67914,Diesel,Manual,1396 CC,5,14835
Audi A4 35 TDI Premium,2015,58970,Diesel,Automatic,1968 CC,5,102125
Nissan Terrano XV D Pre,2013,60000,Diesel,Manual,1461 CC,5,23435
Maruti Celerio ZXI AMT,2017,35225,Petrol,Automatic,998 CC,5,22575
Maruti Esteem Vxi,2005,69496,Petrol,Manual,1298 CC,5,4730
Hyundai i10 Sportz AT,2012,62282,Petrol,Automatic,1197 CC,5,12470
BMW 3 Series 320d,2010,80000,Diesel,Automatic,1995 CC,5,61060
Hyundai Grand i10 Sportz,2018,43698,Petrol,Manual,1197 CC,5,24940
Hyundai Grand i10 Asta Option AT,2017,28052,Petrol,Automatic,1197 CC,5,31046
Hyundai Grand i10 1.2 Kappa Sportz,2016,29091,Petrol,Manual,1197 CC,5,20941
Volkswagen Polo 1.2 MPI Comfortline,2013,63000,Petrol,Manual,1198 CC,5,14190
Honda City ZX EXi,2007,91000,Petrol,Manual,1497 CC,5,12900
Mercedes-Benz GLA Class 200 CDI,2014,30000,Diesel,Automatic,2143 CC,5,111800
Maruti Omni 8 Seater BSIV,2017,24571,Petrol,Manual,796 CC,5,12470
Hyundai Verna 1.6 SX VTVT AT,2014,45000,Petrol,Automatic,1591 CC,5,32250
Maruti Alto 800 LXI,2015,24617,Petrol,Manual,796 CC,5,10148
Maruti Vitara Brezza ZDi Plus Dual Tone,2017,26927,Diesel,Manual,1248 CC,5,48977
Mahindra XUV500 W8 2WD,2013,87736,Diesel,Manual,2179 CC,7,30186
Maruti Vitara Brezza ZDi,2016,35299,Diesel,Manual,1248 CC,5,34400
Hyundai i20 1.2 Spotz,2017,51612,Petrol,Manual,1197 CC,5,30573
Mercedes-Benz E-Class 250 D W 210,1998,55300,Diesel,Automatic,1796 CC,5,16770
Maruti Alto LXi,2009,65090,Petrol,Manual,796 CC,5,9245
Honda Amaze S i-Vtech,2013,40000,Petrol,Manual,1198 CC,5,13975
Land Rover Range Rover Sport HSE,2015,38467,Diesel,Automatic,2993 CC,5,303838
Hyundai Grand i10 CRDi Magna,2013,71904,Diesel,Manual,1120 CC,5,19823
Honda Civic 2006-2010 1.8 S MT,2008,87000,Petrol,Manual,1799 CC,5,10105
Hyundai Grand i10 CRDi Magna,2014,33000,Diesel,Manual,1120 CC,5,17415
Maruti 800 AC Uniq,2009,22100,Petrol,Manual,796 CC,4,3440
Toyota Etios Liva Diesel,2014,59589,Diesel,Manual,1364 CC,5,24080
Hyundai i20 Magna 1.4 CRDi,2015,44000,Diesel,Manual,1396 CC,5,23005
Maruti Alto K10 VXI,2017,12000,Petrol,Manual,998 CC,5,13975
BMW X1 sDrive20d,2012,66000,Diesel,Automatic,1995 CC,5,49450
Maruti Celerio VXI AT,2016,38009,Petrol,Automatic,998 CC,5,18275
Skoda Superb Elegance 1.8 TSI AT,2009,35000,Petrol,Automatic,1798 CC,5,19135
Mahindra Xylo E4,2009,70000,Diesel,Manual,2498 CC,7,12255
Mahindra XUV500 W8 2WD,2014,86000,Diesel,Manual,2179 CC,7,33755
Maruti Swift Dzire VXI,2016,32000,Petrol,Manual,1197 CC,5,22790
Ford Ecosport 1.0 Ecoboost Platinum Edition,2017,15000,Petrol,Manual,999 CC,5,34400
Toyota Corolla Altis Diesel D4DG,2014,69918,Diesel,Manual,1364 CC,5,40549
Hyundai i20 2015-2017 1.2 Magna,2012,39000,Petrol,Manual,1197 CC,5,11825
Renault Captur 1.5 Diesel Platine Mono,2018,1011,Diesel,Manual,1461 CC,5,58050
Mercedes-Benz E-Class 280 CDI,2009,85000,Diesel,Automatic,2987 CC,5,42957
Maruti Baleno RS 1.0 Petrol,2017,46663,Petrol,Manual,998 CC,5,29885
Nissan Sunny 2011-2014 XL AT Special Edition,2015,27000,Petrol,Automatic,1498 CC,5,29025
Hyundai Grand i10 AT Asta,2015,15000,Petrol,Automatic,1197 CC,5,23650
Maruti Ciaz Zeta,2018,10575,Petrol,Manual,1462 CC,5,39474
Hyundai Xcent 1.2 Kappa S,2014,12500,Petrol,Manual,1197 CC,5,17845
Hyundai Verna 1.6 SX CRDi (O),2012,52000,Diesel,Manual,1582 CC,5,27950
Maruti Wagon R VXI 1.2,2015,49818,Petrol,Manual,1197 CC,5,17673
Hyundai Verna CRDi,2008,90000,Diesel,Manual,1493 CC,5,9675
Toyota Etios Liva G,2015,52207,Petrol,Manual,1197 CC,5,19608
Mahindra Xylo E4 ABS BS III,2013,167362,Diesel,Manual,2498 CC,7,17200
Toyota Etios Liva GD,2015,49894,Diesel,Manual,1364 CC,5,22661
Mahindra Thar DI 4X4,2019,13024,Diesel,Manual,2523 CC,7,39173
Nissan X-Trail SLX MT,2010,128000,Diesel,Manual,1995 CC,5,26660
Toyota Innova Crysta 2.8 ZX AT,2017,26023,Diesel,Automatic,2755 CC,7,85871
Hyundai Creta 1.4 CRDi S,2016,42784,Diesel,Manual,1396 CC,5,43731
Maruti Swift VDI,2014,115000,Diesel,Manual,1248 CC,5,19350
Hyundai Verna 1.6 CRDI SX Option,2019,30529,Diesel,Manual,1582 CC,5,61404
Maruti Alto LXi BSIII,2012,14814,Petrol,Manual,796 CC,5,10621
Maruti S Cross DDiS 200 Alpha,2016,58000,Diesel,Manual,1248 CC,5,33970
Hyundai EON Era,2011,68128,Petrol,Manual,814 CC,5,9890
Nissan Terrano XL,2013,63220,Petrol,Manual,1598 CC,5,27950
Hyundai EON Era,2016,30000,Petrol,Manual,814 CC,5,13975
Tata Zest Quadrajet 1.3 XT,2017,27768,Diesel,Manual,1248 CC,5,25155
Mercedes-Benz E-Class 2009-2013 E250 CDI Elegance,2014,53000,Diesel,Automatic,2143 CC,5,124700
Audi Q5 2.0 TDI Premium Plus,2014,87652,Diesel,Automatic,1968 CC,5,110553
Ford Fiesta 1.6 ZXi Leather,2008,94873,Petrol,Manual,1596 CC,5,7955
BMW 3 Series 320d Prestige,2015,56000,Diesel,Automatic,1995 CC,5,97825
Maruti Baleno RS 1.0 Petrol,2018,18678,Petrol,Manual,998 CC,5,35776
Mercedes-Benz E-Class 2009-2013 E250 CDI Blue Efficiency,2014,30000,Diesel,Automatic,2143 CC,5,111800
Ford Endeavour Hurricane LE,2012,129000,Diesel,Automatic,2953 CC,,30100
Hyundai i10 Sportz 1.2,2013,59000,Petrol,Manual,1197 CC,5,14835
Hyundai Grand i10 Asta Option,2017,13000,Petrol,Manual,1197 CC,5,22145
Honda Brio S MT,2014,74325,Petrol,Manual,1198 CC,5,15093
Hyundai i20 Magna 1.4 CRDi (Diesel),2015,45000,Diesel,Manual,1396 CC,5,14835
Volkswagen Polo Petrol Highline 1.2L,2013,57000,Petrol,Manual,1198 CC,5,16125
Honda City 1.5 EXI,2001,125943,Petrol,Manual,1493 CC,5,6235
Skoda Octavia Ambiente 1.9 TDI,2008,80000,Diesel,Manual,1896 CC,5,9460
Ford Endeavour 2.5L 4X2,2010,154000,Diesel,Manual,2499 CC,7,34357
Chevrolet Cruze LTZ,2013,62000,Diesel,Manual,1991 CC,5,29025
Honda CR-V AT With Sun Roof,2013,27000,Petrol,Automatic,,,51557
Honda Mobilio V i DTEC,2014,45000,Diesel,Manual,1498 CC,7,21500
Maruti Ertiga VDI,2012,105000,Diesel,Manual,1248 CC,7,25370
Hyundai Grand i10 Sportz,2013,26000,Petrol,Manual,1197 CC,5,16125
Jaguar XF 3.0 Litre S Premium Luxury,2014,30900,Diesel,Automatic,2993 CC,5,126850
Honda Amaze VX i-Vtech,2014,48000,Petrol,Manual,1198 CC,5,20425
Audi A6 2.7 TDI,2011,112719,Diesel,Automatic,2698 CC,5,49450
Hyundai i20 1.2 Spotz,2017,5000,Petrol,Manual,1197 CC,5,29885
Volkswagen Ameo 1.2 MPI Highline Plus 16,2016,16000,Petrol,Manual,1198 CC,5,23220
Renault Fluence 2.0,2011,63000,Petrol,Automatic,1997 CC,5,20425
Maruti Alto K10 VXI,2011,28300,Petrol,Manual,998 CC,5,9245
Maruti Alto Std,2005,49000,Petrol,Manual,796 CC,5,3870
Maruti Wagon R VXI BS IV,2016,12501,Petrol,Manual,998 CC,5,15050
Fiat Linea 1.3 Emotion,2016,56628,Diesel,Manual,1248 CC,5,25155
Maruti Swift Dzire Vdi BSIV,2010,105000,Diesel,Manual,1248 CC,5,13545
Renault Scala Diesel RxL,2016,52126,Diesel,Manual,1461 CC,5,25800
Hyundai i20 Magna,2010,38000,Petrol,Manual,1197 CC,5,9589
Hyundai Xcent 1.2 Kappa SX Option,2016,50000,Petrol,Manual,1197 CC,5,10750
Maruti Wagon R LXI,2015,50230,Petrol,Manual,998 CC,5,16641
Mahindra XUV500 W8 2WD,2014,31000,Diesel,Manual,2179 CC,7,40850
Toyota Fortuner 4x2 AT,2014,79000,Diesel,Automatic,2982 CC,7,76325
Renault Duster 110PS Diesel RxZ Plus,2012,130000,Diesel,Manual,1461 CC,5,16125
Hyundai Santro Xing GLS,2010,115000,Petrol,Manual,1086 CC,5,6450
Hyundai Verna 1.6 SX VTVT,2013,41500,Petrol,Manual,1591 CC,5,21500
BMW X1 sDrive 20d Exclusive,2014,54385,Diesel,Automatic,1995 CC,5,73100
Honda Civic 2006-2010 1.8 V AT,2011,56361,Petrol,Automatic,1799 CC,5,18834
Audi A6 35 TFSI Matrix,2018,22000,Petrol,Automatic,1798 CC,5,178450
Maruti Wagon R LXI BS IV,2017,8000,Petrol,Manual,998 CC,5,12900
Maruti Vitara Brezza ZDi Plus Dual Tone,2018,28741,Diesel,Manual,1248 CC,5,47300
Land Rover Discovery 3 TDV6 Diesel Automatic,2012,117236,Diesel,Automatic,2720 CC,7,60200
Maruti Dzire New,2016,30500,Diesel,Automatic,1248 CC,5,32895
Hyundai Verna VTVT 1.6 SX,2018,5000,Petrol,Manual,1591 CC,5,37410
Maruti Ertiga ZDI Plus,2016,42000,Diesel,Manual,1248 CC,7,42570
Hyundai Accent GLE,2010,32773,Petrol,Manual,1495 CC,5,8815
Hyundai i20 1.2 Sportz,2016,19008,Petrol,Manual,1197 CC,5,22575
Hyundai Verna VTVT 1.6 SX,2012,32542,Petrol,Manual,1591 CC,5,24811
Maruti Alto LX,2010,94753,Petrol,Manual,796 CC,5,8385
